2024-06-03 20:16:40,204 - INFO - Starting TOPTW Solver: ILS Method


2024-06-03 20:16:40,207 - INFO - ----------------------------------------
2024-06-03 20:16:40,207 - INFO - Processing: pr05.txt - N: 240 - T_max: 1000.0
2024-06-03 20:16:40,207 - INFO - ----------------------------------------
2024-06-03 20:16:40,208 - INFO - * Parameters: solutions_count=1, path_count=1, criteria=benefit_insertion_ratio, random_noise=True
2024-06-03 20:16:40,208 - INFO - 	 Solution #1
2024-06-03 20:17:01,907 - INFO - 		 * Constructive method solution score: 421.0
2024-06-03 20:17:19,037 - DEBUG - 		 * LS solution score: 429.0
2024-06-03 20:17:19,039 - DEBUG - 		 * Delta: 8.0
2024-06-03 20:17:19,039 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:17:19,039 - DEBUG - 		 * Accepting new solution as best solution
2024-06-03 20:17:30,041 - DEBUG - 		 * LS solution score: 431.0
2024-06-03 20:17:30,041 - DEBUG - 		 * Delta: 2.0
2024-06-03 20:17:30,041 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:17:30,041 - DEBUG - 		 * Accepting new solution as best solution
2024-06-03 20:17:41,922 - DEBUG - 		 * LS solution score: 431.0
2024-06-03 20:17:41,922 - DEBUG - 		 * Delta: 0.0
2024-06-03 20:17:41,922 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:17:41,922 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:17:58,848 - DEBUG - 		 * LS solution score: 432.0
2024-06-03 20:17:58,848 - DEBUG - 		 * Delta: 1.0
2024-06-03 20:17:58,849 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:17:58,849 - DEBUG - 		 * Accepting new solution as best solution
2024-06-03 20:18:16,008 - DEBUG - 		 * LS solution score: 413.0
2024-06-03 20:18:16,008 - DEBUG - 		 * Delta: -19.0
2024-06-03 20:18:16,008 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:18:16,008 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:18:35,161 - DEBUG - 		 * LS solution score: 453.0
2024-06-03 20:18:35,161 - DEBUG - 		 * Delta: 40.0
2024-06-03 20:18:35,161 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:18:35,161 - DEBUG - 		 * Accepting new solution as best solution
2024-06-03 20:18:54,569 - DEBUG - 		 * LS solution score: 441.0
2024-06-03 20:18:54,569 - DEBUG - 		 * Delta: -12.0
2024-06-03 20:18:54,569 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:18:54,569 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:19:15,053 - DEBUG - 		 * LS solution score: 421.0
2024-06-03 20:19:15,053 - DEBUG - 		 * Delta: -20.0
2024-06-03 20:19:15,053 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:19:15,053 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:19:37,387 - DEBUG - 		 * LS solution score: 436.0
2024-06-03 20:19:37,387 - DEBUG - 		 * Delta: 15.0
2024-06-03 20:19:37,387 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:19:57,697 - DEBUG - 		 * LS solution score: 449.0
2024-06-03 20:19:57,697 - DEBUG - 		 * Delta: 13.0
2024-06-03 20:19:57,697 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:20:15,409 - DEBUG - 		 * LS solution score: 430.0
2024-06-03 20:20:15,409 - DEBUG - 		 * Delta: -19.0
2024-06-03 20:20:15,409 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:20:15,409 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:20:35,795 - DEBUG - 		 * LS solution score: 420.0
2024-06-03 20:20:35,796 - DEBUG - 		 * Delta: -10.0
2024-06-03 20:20:35,796 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:20:35,796 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:20:44,435 - DEBUG - 		 * LS solution score: 420.0
2024-06-03 20:20:44,435 - DEBUG - 		 * Delta: 0.0
2024-06-03 20:20:44,436 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:20:44,436 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:20:57,073 - DEBUG - 		 * LS solution score: 439.0
2024-06-03 20:20:57,073 - DEBUG - 		 * Delta: 19.0
2024-06-03 20:20:57,073 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:21:13,916 - DEBUG - 		 * LS solution score: 457.0
2024-06-03 20:21:13,916 - DEBUG - 		 * Delta: 18.0
2024-06-03 20:21:13,916 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:21:13,916 - DEBUG - 		 * Accepting new solution as best solution
2024-06-03 20:21:24,949 - DEBUG - 		 * LS solution score: 444.0
2024-06-03 20:21:24,949 - DEBUG - 		 * Delta: -13.0
2024-06-03 20:21:24,949 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:21:24,949 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:21:44,971 - DEBUG - 		 * LS solution score: 451.0
2024-06-03 20:21:44,971 - DEBUG - 		 * Delta: 7.0
2024-06-03 20:21:44,971 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:22:14,318 - DEBUG - 		 * LS solution score: 463.0
2024-06-03 20:22:14,318 - DEBUG - 		 * Delta: 12.0
2024-06-03 20:22:14,318 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:22:14,318 - DEBUG - 		 * Accepting new solution as best solution
2024-06-03 20:22:40,858 - DEBUG - 		 * LS solution score: 485.0
2024-06-03 20:22:40,858 - DEBUG - 		 * Delta: 22.0
2024-06-03 20:22:40,858 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:22:40,858 - DEBUG - 		 * Accepting new solution as best solution
2024-06-03 20:23:01,126 - DEBUG - 		 * LS solution score: 472.0
2024-06-03 20:23:01,126 - DEBUG - 		 * Delta: -13.0
2024-06-03 20:23:01,126 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:23:01,127 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:23:25,312 - DEBUG - 		 * LS solution score: 484.0
2024-06-03 20:23:25,312 - DEBUG - 		 * Delta: 12.0
2024-06-03 20:23:25,312 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:23:41,862 - DEBUG - 		 * LS solution score: 419.0
2024-06-03 20:23:41,863 - DEBUG - 		 * Delta: -65.0
2024-06-03 20:23:41,863 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:23:41,863 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:23:56,949 - DEBUG - 		 * LS solution score: 380.0
2024-06-03 20:23:56,949 - DEBUG - 		 * Delta: -39.0
2024-06-03 20:23:56,949 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:23:56,949 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:24:26,515 - DEBUG - 		 * LS solution score: 431.0
2024-06-03 20:24:26,515 - DEBUG - 		 * Delta: 51.0
2024-06-03 20:24:26,515 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:24:42,252 - DEBUG - 		 * LS solution score: 443.0
2024-06-03 20:24:42,252 - DEBUG - 		 * Delta: 12.0
2024-06-03 20:24:42,252 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:24:54,232 - DEBUG - 		 * LS solution score: 445.0
2024-06-03 20:24:54,232 - DEBUG - 		 * Delta: 2.0
2024-06-03 20:24:54,232 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:25:07,837 - DEBUG - 		 * LS solution score: 458.0
2024-06-03 20:25:07,837 - DEBUG - 		 * Delta: 13.0
2024-06-03 20:25:07,837 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:25:25,287 - DEBUG - 		 * LS solution score: 456.0
2024-06-03 20:25:25,287 - DEBUG - 		 * Delta: -2.0
2024-06-03 20:25:25,287 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:25:25,287 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:25:46,560 - DEBUG - 		 * LS solution score: 462.0
2024-06-03 20:25:46,560 - DEBUG - 		 * Delta: 6.0
2024-06-03 20:25:46,560 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:25:49,776 - DEBUG - 		 * LS solution score: 372.0
2024-06-03 20:25:49,776 - DEBUG - 		 * Delta: -90.0
2024-06-03 20:25:49,776 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:25:49,776 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:26:07,641 - DEBUG - 		 * LS solution score: 412.0
2024-06-03 20:26:07,641 - DEBUG - 		 * Delta: 40.0
2024-06-03 20:26:07,641 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:26:23,337 - DEBUG - 		 * LS solution score: 399.0
2024-06-03 20:26:23,337 - DEBUG - 		 * Delta: -13.0
2024-06-03 20:26:23,337 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:26:23,337 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:26:52,211 - DEBUG - 		 * LS solution score: 478.0
2024-06-03 20:26:52,211 - DEBUG - 		 * Delta: 79.0
2024-06-03 20:26:52,211 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:27:23,357 - DEBUG - 		 * LS solution score: 506.0
2024-06-03 20:27:23,358 - DEBUG - 		 * Delta: 28.0
2024-06-03 20:27:23,358 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:27:23,358 - DEBUG - 		 * Accepting new solution as best solution
2024-06-03 20:27:49,173 - DEBUG - 		 * LS solution score: 479.0
2024-06-03 20:27:49,173 - DEBUG - 		 * Delta: -27.0
2024-06-03 20:27:49,173 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:27:49,173 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:28:04,658 - DEBUG - 		 * LS solution score: 417.0
2024-06-03 20:28:04,658 - DEBUG - 		 * Delta: -62.0
2024-06-03 20:28:04,658 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:28:04,658 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:28:24,589 - DEBUG - 		 * LS solution score: 417.0
2024-06-03 20:28:24,589 - DEBUG - 		 * Delta: 0.0
2024-06-03 20:28:24,589 - DEBUG - 		 * Accepting new solution with probability
2024-06-03 20:28:24,589 - DEBUG - 		 * New solution accepted with probability
2024-06-03 20:28:36,083 - DEBUG - 		 * LS solution score: 449.0
2024-06-03 20:28:36,083 - DEBUG - 		 * Delta: 32.0
2024-06-03 20:28:36,083 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:28:48,033 - DEBUG - 		 * LS solution score: 450.0
2024-06-03 20:28:48,033 - DEBUG - 		 * Delta: 1.0
2024-06-03 20:28:48,033 - DEBUG - 		 * Accepting new solution as starting solution
2024-06-03 20:29:03,182 - DEBUG - 		 * LS solution score: 471.0
2024-06-03 20:29:03,182 - DEBUG - 		 * Delta: 21.0
2024-06-03 20:29:03,182 - DEBUG - 		 * Accepting new solution as starting solution
